Sample Type / Type d'échantillon,Month/Mois,Year/Année,Location/Emplacement,Volume Collected/Volume prélevé (L),Activity/Activité (Bq/L),Error/Erreur (Bq/L),Activity/Activité (Bq/m^3),Error/Erreur (Bq/m^3),Comments/Commentaires
Vapour/Vapeur,7,2020,GE7,0.018,18,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2020,GE8,0.015,11,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2020,GE10,0.005,7,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2020,LE7,0.016,1,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2020,LE8,0.021,3,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2020,LE12,0.005,40,4,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2020,LE13,0.006,78,4,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2020,LE14,0.005,34,4,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2020,LE16,0.012,171,6,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2020,OA2,0.005,5,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2020,PI12,0.006,17,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,8,2020,GE4,0.005,8,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,8,2020,GE7,0.003,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,8,2020,GE8,0.016,16,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,8,2020,GE10,0.01,10,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,8,2020,LE7,0.004,10,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,8,2020,LE8,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,8,2020,LE12,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,8,2020,LE13,0.01,27,4,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,8,2020,LE14,0.009,19,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,8,2020,LE16,0.009,184,6,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,8,2020,OA2,0.004,5,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,8,2020,PI12,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,9,2020,GE4,0.021,2,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,9,2020,GE7,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,9,2020,GE8,0.003,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,9,2020,GE10,0.003,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,9,2020,LE7,0.024,1,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,9,2020,LE8,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,9,2020,LE12,0.012,10,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,9,2020,LE13,0.004,34,4,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,9,2020,LE14,0.014,10,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,9,2020,LE16,0.006,55,4,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,9,2020,OA2,0.003,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,9,2020,PI12,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,10,2020,GE4,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,10,2020,GE7,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,10,2020,GE8,0.005,4,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,10,2020,GE10,0.012,8,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,10,2020,LE7,0.003,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,10,2020,LE8,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,10,2020,LE12,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,10,2020,LE13,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,10,2020,LE14,0.005,1,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,10,2020,LE16,0,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,10,2020,OA2,,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,10,2020,PI12,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,11,2020,GE4,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,11,2020,GE7,0.014,30,4,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,11,2020,GE8,0.004,17,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,11,2020,GE10,0.003,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,11,2020,LE7,0.003,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,11,2020,LE8,0.005,10,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,11,2020,LE12,0,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,11,2020,LE13,0.003,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,11,2020,LE14,0.004,20,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,11,2020,LE16,0.007,63,4,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,11,2020,OA2,0.002,3,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,11,2020,PI12,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,12,2020,GE4,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,12,2020,GE7,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,12,2020,GE8,0.008,15,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,12,2020,GE10,0.004,18,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,12,2020,LE7,0.008,7,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,12,2020,LE8,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,12,2020,LE12,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,12,2020,LE13,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,12,2020,LE14,0.003,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,12,2020,LE16,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,12,2020,OA2,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,12,2020,PI12,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,1,2021,GE4,0.008,36,4,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,1,2021,GE7,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,1,2021,GE8,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,1,2021,GE10,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,1,2021,LE7,0.012,2,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,1,2021,LE8,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,1,2021,LE12,0.005,2,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,1,2021,LE13,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,1,2021,LE14,0.008,4,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,1,2021,LE16,0.003,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,1,2021,OA2,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,1,2021,PI12,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,2,2021,GE4,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,2,2021,GE7,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,2,2021,GE8,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,2,2021,GE10,0.007,30,4,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,2,2021,LE7,0.004,5,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,2,2021,LE8,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,2,2021,LE12,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,2,2021,LE13,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,2,2021,LE14,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,2,2021,LE16,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,2,2021,OA2,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,2,2021,PI12,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,3,2021,GE4,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,3,2021,GE7,0.009,37,4,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,3,2021,GE8,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,3,2021,GE10,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,3,2021,LE7,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,3,2021,LE8,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,3,2021,LE12,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,3,2021,LE13,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,3,2021,LE14,0.003,7,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,3,2021,LE16,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,3,2021,OA2,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,3,2021,PI12,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,4,2021,GE4,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,4,2021,GE7,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,4,2021,GE8,0.005,13,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,4,2021,GE10,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,4,2021,LE7,0.003,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,4,2021,LE8,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,4,2021,LE12,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,4,2021,LE13,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,4,2021,LE14,,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,4,2021,LE16,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,4,2021,OA2,0.005,4,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,4,2021,PI12,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,5,2021,GE4,0.003,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,5,2021,GE7,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,5,2021,GE8,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,5,2021,GE10,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,5,2021,LE7,0.005,3,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,5,2021,LE8,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,5,2021,LE12,0.004,15,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,5,2021,LE13,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,5,2021,LE14,0.007,16,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,5,2021,LE16,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,5,2021,OA2,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,5,2021,PI12,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,6,2021,GE4,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,6,2021,GE7,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,6,2021,GE8,0.003,12,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,6,2021,GE10,0.01,10,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,6,2021,LE7,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,6,2021,LE8,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,6,2021,LE12,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,6,2021,LE13,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,6,2021,LE14,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,6,2021,LE16,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,6,2021,OA2,0.007,6,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,6,2021,PI12,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2021,GE4,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2021,GE7,0.009,13,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2021,GE8,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2021,GE10,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2021,LE7,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2021,LE8,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2021,LE12,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2021,LE13,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2021,LE14,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2021,LE16,0.002,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2021,OA2,0.012,6,3,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,7,2021,PI12,0.001,,,,,"Cell retention degraded, Bq/m3 is not meaningful /Rétention des cellules dégradé, Bq/m3 n'est pas significatif*"
Vapour/Vapeur,8,2021,GE4,0.011,6,3,0.037,0.021,
Vapour/Vapeur,8,2021,GE7,0.009,7,3,0.031,0.014,
Vapour/Vapeur,8,2021,GE8,0.011,6,3,0.031,0.017,
Vapour/Vapeur,8,2021,GE10,0.017,8,3,0.07,0.029,
Vapour/Vapeur,8,2021,LE7,0.02,4,3,0.038,0.031,
Vapour/Vapeur,8,2021,LE8,0.021,3,3,0.034,0.03,
Vapour/Vapeur,8,2021,LE12,0.018,12,3,0.108,0.029,
Vapour/Vapeur,8,2021,LE13,0.016,49,4,0.368,0.03,
Vapour/Vapeur,8,2021,LE14,0.023,23,3,,,Saturated/Saturée
Vapour/Vapeur,8,2021,LE16,0.021,128,5,1.279,0.051,
Vapour/Vapeur,8,2021,OA2,0.022,2,3,0.027,0.035,
Vapour/Vapeur,8,2021,PI12,,,,,,Not in service/ Hors service
Vapour/Vapeur,9,2021,GE4,0.014,-1,3,-0.009,0.019,
Vapour/Vapeur,9,2021,GE7,0.023,12,4,,,Saturated/Saturée
Vapour/Vapeur,9,2021,GE8,0.017,5,3,0.041,0.026,
Vapour/Vapeur,9,2021,GE10,0.02,1,3,0.01,0.03,
Vapour/Vapeur,9,2021,LE7,0.025,-2,3,,,Saturated/Saturée
Vapour/Vapeur,9,2021,LE8,0.019,0,3,0,0.028,
Vapour/Vapeur,9,2021,LE12,0.015,5,3,0.039,0.025,
Vapour/Vapeur,9,2021,LE13,0.012,38,4,0.227,0.024,
Vapour/Vapeur,9,2021,LE14,0.024,5,3,,,Saturated/Saturée
Vapour/Vapeur,9,2021,LE16,0.015,55,4,0.459,0.035,
Vapour/Vapeur,9,2021,OA2,0.018,-4,3,-0.037,0.03,
Vapour/Vapeur,9,2021,PI12,,,,,,Not in service/ Hors service
