Sample Type / Type d'échantillon,Month/Mois,Year/Année,Location/Emplacement,Volume Collected/Volume prélevé (L),Activity/Activité (Bq/L),Error/Erreur (Bq/L),Activity/Activité (Bq/m^3),Error/Erreur (Bq/m^3),Comments/Commentaires
Vapour/Vapeur,10,2015,GE10,0.019,9,3,0.031,0.01,
Vapour/Vapeur,10,2015,GE4,0.019,12,3,0.036,0.01,
Vapour/Vapeur,10,2015,GE7,0.018,39,4,0.124,0.012,
Vapour/Vapeur,10,2015,GE8,0.018,9,3,0.028,0.01,
Vapour/Vapeur,10,2015,LE12,0.018,7,3,0.025,0.011,
Vapour/Vapeur,10,2015,LE13,0.021,11,3,0.046,0.013,
Vapour/Vapeur,10,2015,LE14,0.02,1,3,0.006,0.012,
Vapour/Vapeur,10,2015,LE15,0.019,33,4,0.099,0.011,
Vapour/Vapeur,10,2015,LE7,0.019,-4,3,-0.014,0.01,
Vapour/Vapeur,10,2015,LE8,0.019,-1,3,-0.004,0.011,
Vapour/Vapeur,10,2015,OA2,0.019,-1,3,-0.004,0.01,
Vapour/Vapeur,10,2015,PI12,0.015,12,3,0.036,0.009,
Vapour/Vapeur,11,2015,GE10,0.019,22,4,0.222,0.044,
Vapour/Vapeur,11,2015,GE4,0.008,7,4,0.035,0.02,
Vapour/Vapeur,11,2015,GE7,0.019,75,5,0.754,0.052,
Vapour/Vapeur,11,2015,GE8,0.02,3,4,0.036,0.043,
Vapour/Vapeur,11,2015,LE12,0.019,7,4,0.067,0.04,
Vapour/Vapeur,11,2015,LE13,0.022,16,4,0.177,0.047,
Vapour/Vapeur,11,2015,LE14,0.02,-2,4,-0.023,0.039,
Vapour/Vapeur,11,2015,LE15,0.017,36,5,0.425,0.055,
Vapour/Vapeur,11,2015,LE7,0.019,2,4,0.023,0.038,
Vapour/Vapeur,11,2015,LE8,0.019,-4,4,-0.034,0.038,
Vapour/Vapeur,11,2015,OA2,0.014,-2,4,-0.015,0.029,
Vapour/Vapeur,11,2015,PI12,0.019,58,5,0.572,0.048,
Vapour/Vapeur,12,2015,GE10,0.019,22,4,0.228,0.043,
Vapour/Vapeur,12,2015,GE4,0.019,26,4,0.323,0.052,
Vapour/Vapeur,12,2015,GE7,0.02,54,5,0.582,0.05,
Vapour/Vapeur,12,2015,GE8,0.018,16,4,0.15,0.039,
Vapour/Vapeur,12,2015,LE12,0.021,10,4,0.097,0.039,
Vapour/Vapeur,12,2015,LE13,0.026,20,4,,,Saturated/Saturée
Vapour/Vapeur,12,2015,LE14,0.02,7,4,0.072,0.038,
Vapour/Vapeur,12,2015,LE15,0.02,29,4,0.263,0.039,
Vapour/Vapeur,12,2015,LE7,0.019,3,4,0.027,0.038,
Vapour/Vapeur,12,2015,LE8,0.021,6,4,0.057,0.039,
Vapour/Vapeur,12,2015,OA2,0.019,10,4,0.096,0.038,
Vapour/Vapeur,12,2015,PI12,0.02,41,5,0.407,0.044,
Vapour/Vapeur,1,2016,GE4,0.016,37,4,0.094,0.01,
Vapour/Vapeur,1,2016,GE7,0.017,49,4,0.155,0.013,
Vapour/Vapeur,1,2016,LE12,0.014,5,3,0.017,0.013,
Vapour/Vapeur,1,2016,LE13,0.018,10,4,0.034,0.013,
Vapour/Vapeur,1,2016,LE14,0.019,5,3,0.021,0.013,
Vapour/Vapeur,1,2016,LE15,0.015,47,4,0.153,0.014,
Vapour/Vapeur,1,2016,LE7,0.019,8,3,0.028,0.012,
Vapour/Vapeur,1,2016,LE8,0.019,4,3,0.017,0.013,
Vapour/Vapeur,1,2016,OA2,0.016,15,4,0.045,0.011,
Vapour/Vapeur,1,2016,PI12,0.019,33,4,0.117,0.014,
Vapour/Vapeur,2,2016,GE10,0.02,13,4,0.073,0.021,
Vapour/Vapeur,2,2016,GE4,0.01,39,4,0.069,0.008,
Vapour/Vapeur,2,2016,GE7,0.011,94,5,0.309,0.017,
Vapour/Vapeur,2,2016,GE8,0.009,8,4,0.022,0.01,
Vapour/Vapeur,2,2016,LE12,0.015,7,4,0.023,0.012,
Vapour/Vapeur,2,2016,LE13,0.02,27,4,0.119,0.018,
Vapour/Vapeur,2,2016,LE14,0.018,3,4,0.011,0.014,
Vapour/Vapeur,2,2016,LE15,0.019,60,5,0.238,0.018,
Vapour/Vapeur,2,2016,LE7,0.019,-6,3,-0.024,0.014,
Vapour/Vapeur,2,2016,LE8,0.018,-2,3,-0.009,0.014,
Vapour/Vapeur,2,2016,OA2,0.012,-1,3,-0.002,0.009,
Vapour/Vapeur,2,2016,PI12,0.011,42,4,0.1,0.01,
Vapour/Vapeur,3,2016,GE10,0.018,10,4,0.033,0.012,
Vapour/Vapeur,3,2016,GE4,0.015,23,4,0.078,0.013,
Vapour/Vapeur,3,2016,GE7,0.019,99,5,0.32,0.017,
Vapour/Vapeur,3,2016,GE8,0.021,6,4,0.022,0.013,
Vapour/Vapeur,3,2016,LE12,0.019,3,3,0.011,0.013,
Vapour/Vapeur,3,2016,LE13,0.019,15,4,0.056,0.014,
Vapour/Vapeur,3,2016,LE14,0.019,5,4,0.019,0.014,
Vapour/Vapeur,3,2016,LE15,0.018,102,5,0.376,0.019,
Vapour/Vapeur,3,2016,LE7,0.019,0,3,-0.002,0.013,
Vapour/Vapeur,3,2016,LE8,0.02,0,3,0.001,0.014,
Vapour/Vapeur,3,2016,OA2,0.019,3,3,0.013,0.013,
Vapour/Vapeur,3,2016,PI12,0.019,133,6,0.517,0.022,
Vapour/Vapeur,4,2016,GE10,0.019,9,3,0.041,0.016,
Vapour/Vapeur,4,2016,GE4,0.01,19,4,0.04,0.008,
Vapour/Vapeur,4,2016,GE7,0.018,107,5,0.466,0.023,
Vapour/Vapeur,4,2016,GE8,0.016,7,3,0.028,0.014,
Vapour/Vapeur,4,2016,LE12,0.018,10,4,0.037,0.013,
Vapour/Vapeur,4,2016,LE13,0.018,22,4,0.082,0.014,
Vapour/Vapeur,4,2016,LE14,0.02,6,3,0.024,0.014,
Vapour/Vapeur,4,2016,LE15,0.02,57,4,0.228,0.017,
Vapour/Vapeur,4,2016,LE7,0.018,4,3,0.018,0.014,
Vapour/Vapeur,4,2016,LE8,0.019,5,3,0.019,0.014,
Vapour/Vapeur,4,2016,OA2,0.015,5,3,0.015,0.01,
Vapour/Vapeur,4,2016,PI12,0.018,181,6,0.668,0.023,
Vapour/Vapeur,5,2016,GE10,0.019,4,3,0.032,0.028,
Vapour/Vapeur,5,2016,GE4,0.016,16,4,0.154,0.035,
Vapour/Vapeur,5,2016,GE7,0.018,45,4,0.346,0.032,
Vapour/Vapeur,5,2016,GE8,0.018,5,3,0.037,0.027,
Vapour/Vapeur,5,2016,LE12,0.021,7,3,0.069,0.036,
Vapour/Vapeur,5,2016,LE13,0.018,16,4,0.138,0.031,
Vapour/Vapeur,5,2016,LE14,0.019,5,3,0.047,0.031,
Vapour/Vapeur,5,2016,LE15,0.021,77,5,0.797,0.049,
Vapour/Vapeur,5,2016,LE7,0.019,-2,3,-0.017,0.033,
Vapour/Vapeur,5,2016,LE8,0.017,-3,3,-0.026,0.026,
Vapour/Vapeur,5,2016,OA2,0.015,2,3,0.017,0.026,
Vapour/Vapeur,5,2016,PI12,0.016,69,5,0.551,0.037,
Vapour/Vapeur,6,2016,GE10,0.02,21,4,0.215,0.039,
Vapour/Vapeur,6,2016,GE4,0.019,8,3,0.065,0.029,
Vapour/Vapeur,6,2016,GE7,0.017,41,4,0.375,0.037,
Vapour/Vapeur,6,2016,GE8,0.02,4,3,0.043,0.035,
Vapour/Vapeur,6,2016,LE12,0.016,8,3,0.067,0.029,
Vapour/Vapeur,6,2016,LE13,0.017,25,4,0.224,0.034,
Vapour/Vapeur,6,2016,LE14,0.018,8,3,0.07,0.032,
Vapour/Vapeur,6,2016,LE15,0.02,67,5,0.623,0.042,
Vapour/Vapeur,6,2016,LE7,0.02,-3,3,-0.025,0.031,
Vapour/Vapeur,6,2016,LE8,0.019,2,3,0.019,0.033,
Vapour/Vapeur,6,2016,OA2,0.017,2,3,0.022,0.03,
Vapour/Vapeur,7,2016,GE10,0.019,28,4,0.289,0.044,
Vapour/Vapeur,7,2016,GE4,0.018,30,4,0.307,0.044,
Vapour/Vapeur,7,2016,GE7,0.018,56,5,0.572,0.048,
Vapour/Vapeur,7,2016,GE8,0.02,23,4,0.25,0.045,
Vapour/Vapeur,7,2016,LE12,0.018,28,4,0.251,0.038,
Vapour/Vapeur,7,2016,LE13,0.018,15,4,0.132,0.034,
Vapour/Vapeur,7,2016,LE14,0.017,15,4,0.124,0.034,
Vapour/Vapeur,7,2016,LE15,0.018,82,5,0.84,0.052,
Vapour/Vapeur,7,2016,LE7,0.018,13,4,0.116,0.036,
Vapour/Vapeur,7,2016,LE8,0.02,9,4,0.082,0.036,
Vapour/Vapeur,7,2016,OA2,0.018,2,4,,,
Vapour/Vapeur,7,2016,PI12,0.018,25,4,0.083,0.014,
Vapour/Vapeur,8,2016,GE10,0.019,24,4,0.187,0.031,
Vapour/Vapeur,8,2016,GE4,0.02,7,4,0.067,0.036,
Vapour/Vapeur,8,2016,GE7,0.02,38,4,0.317,0.035,
Vapour/Vapeur,8,2016,GE8,0.018,9,4,0.07,0.027,
Vapour/Vapeur,8,2016,LE12,0.02,10,4,0.095,0.035,
Vapour/Vapeur,8,2016,LE13,0.018,25,4,0.227,0.036,
Vapour/Vapeur,8,2016,LE14,0.02,20,4,0.194,0.037,
Vapour/Vapeur,8,2016,LE15,0.02,169,6,1.58,0.056,
Vapour/Vapeur,8,2016,LE7,0.018,2,4,0.018,0.031,
Vapour/Vapeur,8,2016,LE8,0.021,9,4,0.084,0.035,
Vapour/Vapeur,8,2016,OA2,0.019,10,4,0.076,0.029,
Vapour/Vapeur,8,2016,PI12,0.019,29,4,0.117,0.016,
Vapour/Vapeur,9,2016,GE10,0.02,11,4,0.12,0.04,
Vapour/Vapeur,9,2016,GE4,0.016,9,4,0.059,0.026,
Vapour/Vapeur,9,2016,GE7,0.019,37,4,0.374,0.044,
Vapour/Vapeur,9,2016,GE8,0.019,9,4,0.091,0.039,
Vapour/Vapeur,9,2016,LE12,0.02,10,4,0.094,0.037,
Vapour/Vapeur,9,2016,LE13,0.017,16,4,0.134,0.033,
Vapour/Vapeur,9,2016,LE14,0.019,5,4,0.048,0.037,
Vapour/Vapeur,9,2016,LE15,0.021,46,4,0.485,0.046,
Vapour/Vapeur,9,2016,LE7,0.02,2,4,0.019,0.035,
Vapour/Vapeur,9,2016,LE8,0.018,1,4,0.008,0.035,
Vapour/Vapeur,9,2016,OA2,0.016,3,4,0.032,0.035,
Vapour/Vapeur,9,2016,PI12,0.018,23,4,0.217,0.039,
Vapour/Vapeur,10,2016,GE10,0.02,5,4,0.023,0.017,
Vapour/Vapeur,10,2016,GE4,0.018,12,4,0.037,0.013,
Vapour/Vapeur,10,2016,GE7,0.018,28,4,0.112,0.018,
Vapour/Vapeur,10,2016,GE8,0.018,6,4,0.023,0.016,
Vapour/Vapeur,10,2016,LE12,0.017,9,4,0.032,0.014,
Vapour/Vapeur,10,2016,LE13,0.019,10,4,0.036,0.015,
Vapour/Vapeur,10,2016,LE14,0.019,10,4,0.037,0.015,
Vapour/Vapeur,10,2016,LE15,0.021,24,4,0.089,0.016,
Vapour/Vapeur,10,2016,LE7,0.02,-4,4,-0.017,0.017,
Vapour/Vapeur,10,2016,LE8,0.019,-3,4,-0.01,0.015,
Vapour/Vapeur,10,2016,OA2,0.019,4,4,0.018,0.016,
Vapour/Vapeur,10,2016,PI12,0.016,22,4,0.068,0.013,
Vapour/Vapeur,11,2016,GE10,0.019,8,4,0.03,0.014,
Vapour/Vapeur,11,2016,GE4,0.018,12,4,0.065,0.021,
Vapour/Vapeur,11,2016,GE7,0.019,26,4,0.09,0.015,
Vapour/Vapeur,11,2016,GE8,0.021,8,4,0.031,0.016,
Vapour/Vapeur,11,2016,LE12,0.017,2,4,0.008,0.014,
Vapour/Vapeur,11,2016,LE13,0.021,-3,4,-0.017,0.018,
Vapour/Vapeur,11,2016,LE14,0.019,-4,4,-0.018,0.015,
Vapour/Vapeur,11,2016,LE15,0.019,35,4,0.155,0.019,
Vapour/Vapeur,11,2016,LE7,0.019,-2,4,-0.008,0.015,
Vapour/Vapeur,11,2016,LE8,0.021,-6,4,-0.024,0.016,
Vapour/Vapeur,11,2016,OA2,0.017,1,4,0.002,0.013,
Vapour/Vapeur,11,2016,PI12,0.019,37,4,0.15,0.018,
Vapour/Vapeur,12,2016,GE10,0.017,19,4,0.065,0.014,
Vapour/Vapeur,12,2016,GE4,0.019,10,4,0.029,0.011,
Vapour/Vapeur,12,2016,GE7,0.018,32,4,0.118,0.016,
Vapour/Vapeur,12,2016,GE8,0.016,13,4,0.043,0.013,
Vapour/Vapeur,12,2016,LE12,0.018,7,4,0.026,0.014,
Vapour/Vapeur,12,2016,LE13,0.018,18,4,0.065,0.014,
Vapour/Vapeur,12,2016,LE14,0.02,5,4,0.021,0.015,
Vapour/Vapeur,12,2016,LE15,0.018,27,4,0.099,0.015,
Vapour/Vapeur,12,2016,LE7,0.019,-2,4,-0.007,0.012,
Vapour/Vapeur,12,2016,LE8,0.02,0,4,0.001,0.013,
Vapour/Vapeur,12,2016,OA2,0.009,-1,4,-0.002,0.006,
Vapour/Vapeur,12,2016,PI12,0.019,48,4,0.176,0.016,
Vapour/Vapeur,1,2017,GE10,0.017,6,4,0.024,0.016,
Vapour/Vapeur,1,2017,GE4,0.005,21,4,0.033,0.007,
Vapour/Vapeur,1,2017,GE7,0.016,14,4,0.048,0.015,
Vapour/Vapeur,1,2017,GE8,0.014,5,4,0.017,0.013,
Vapour/Vapeur,1,2017,LE12,0.02,-7,4,-0.03,0.017,
Vapour/Vapeur,1,2017,LE13,0.01,-5,4,-0.011,0.008,
Vapour/Vapeur,1,2017,LE14,0.019,-6,4,-0.022,0.015,
Vapour/Vapeur,1,2017,LE15,0.019,100,6,0.411,0.023,
Vapour/Vapeur,1,2017,LE7,0.018,-14,4,-0.061,0.016,
Vapour/Vapeur,1,2017,LE8,0.017,-8,4,-0.035,0.017,
Vapour/Vapeur,1,2017,OA2,0.004,-13,6,-0.013,0.006,
Vapour/Vapeur,1,2017,PI12,0.021,28,5,0.127,0.02,
Vapour/Vapeur,2,2017,GE10,0.019,19,4,0.07,0.015,
Vapour/Vapeur,2,2017,GE4,0.007,37,4,0.054,0.006,
Vapour/Vapeur,2,2017,GE7,0.017,42,4,0.134,0.014,
Vapour/Vapeur,2,2017,GE8,0.016,15,4,0.045,0.012,
Vapour/Vapeur,2,2017,LE12,0.015,6,4,0.019,0.013,
Vapour/Vapeur,2,2017,LE13,0.017,29,4,0.108,0.015,
Vapour/Vapeur,2,2017,LE14,0.018,8,4,0.034,0.015,
Vapour/Vapeur,2,2017,LE15,0.015,104,5,0.335,0.017,
Vapour/Vapeur,2,2017,LE7,0.018,1,4,0.004,0.014,
Vapour/Vapeur,2,2017,LE8,0.011,4,4,0.009,0.009,
Vapour/Vapeur,2,2017,OA2,0.004,11,4,0.01,0.003,
Vapour/Vapeur,2,2017,PI12,0.014,39,4,0.117,0.013,
Vapour/Vapeur,3,2017,GE10,0.009,4,4,0.007,0.007,
Vapour/Vapeur,3,2017,GE4,0.012,38,4,0.085,0.009,
Vapour/Vapeur,3,2017,GE7,0.018,65,5,0.243,0.017,
Vapour/Vapeur,3,2017,GE8,0.018,16,4,0.061,0.015,
Vapour/Vapeur,3,2017,LE12,0.015,9,4,0.029,0.011,
Vapour/Vapeur,3,2017,LE13,0.018,11,4,0.04,0.014,
Vapour/Vapeur,3,2017,LE14,0.006,7,4,0.009,0.005,
Vapour/Vapeur,3,2017,LE15,0.017,45,4,0.159,0.016,
Vapour/Vapeur,3,2017,LE7,0.018,10,4,0.037,0.014,
Vapour/Vapeur,3,2017,LE8,0.019,2,4,0.008,0.014,
Vapour/Vapeur,3,2017,OA2,0.011,8,4,0.018,0.009,
Vapour/Vapeur,3,2017,PI12,0.02,36,4,0.161,0.019,
Vapour/Vapeur,4,2017,GE10,0.017,3,4,0.014,0.015,
Vapour/Vapeur,4,2017,GE4,0.019,19,4,0.07,0.015,
Vapour/Vapeur,4,2017,GE7,0.011,27,4,0.073,0.011,
Vapour/Vapeur,4,2017,GE8,0.017,7,4,0.029,0.015,
Vapour/Vapeur,4,2017,LE12,0.015,18,4,0.058,0.012,
Vapour/Vapeur,4,2017,LE13,0.017,41,4,0.15,0.016,
Vapour/Vapeur,4,2017,LE14,0.02,12,4,0.048,0.016,
Vapour/Vapeur,4,2017,LE15,0.019,134,6,0.526,0.022,
Vapour/Vapeur,4,2017,LE7,0.019,6,4,0.022,0.014,
Vapour/Vapeur,4,2017,LE8,0.02,5,4,0.022,0.016,
Vapour/Vapeur,4,2017,OA2,0.019,5,4,0.017,0.013,
Vapour/Vapeur,4,2017,PI12,0.015,47,4,0.149,0.014,
Vapour/Vapeur,5,2017,GE10,0.02,4,4,0.036,0.032,
Vapour/Vapeur,5,2017,GE4,0.004,10,4,0.022,0.008,
Vapour/Vapeur,5,2017,GE7,0.018,20,4,0.155,0.031,
Vapour/Vapeur,5,2017,GE8,0.016,8,4,0.054,0.025,
Vapour/Vapeur,5,2017,LE12,0.019,3,4,0.031,0.034,
Vapour/Vapeur,5,2017,LE13,0.01,11,4,0.052,0.018,
Vapour/Vapeur,5,2017,LE14,0.019,-2,4,-0.014,0.034,
Vapour/Vapeur,5,2017,LE15,0.018,71,5,0.632,0.043,
Vapour/Vapeur,5,2017,LE7,0.014,-5,4,-0.037,0.025,
Vapour/Vapeur,5,2017,LE8,0.017,-5,4,-0.037,0.029,
Vapour/Vapeur,5,2017,OA2,0.014,-1,4,-0.008,0.026,
Vapour/Vapeur,5,2017,PI12,0.019,49,5,0.44,0.041,
Vapour/Vapeur,6,2017,GE10,0.018,8,4,0.083,0.039,
Vapour/Vapeur,6,2017,GE4,,3,4,,0,
Vapour/Vapeur,6,2017,GE7,0.019,11,4,0.118,0.041,
Vapour/Vapeur,6,2017,GE8,0.018,6,4,0.064,0.039,
Vapour/Vapeur,6,2017,LE12,0.016,3,4,0.024,0.031,
Vapour/Vapeur,6,2017,LE13,0.013,27,4,0.183,0.028,
Vapour/Vapeur,6,2017,LE14,0.018,14,4,0.124,0.036,
Vapour/Vapeur,6,2017,LE15,0.018,115,5,1.053,0.05,
Vapour/Vapeur,6,2017,LE7,0.017,-3,4,-0.029,0.033,
Vapour/Vapeur,6,2017,LE8,0.012,-4,4,-0.021,0.021,
Vapour/Vapeur,6,2017,OA2,0.014,-3,4,-0.023,0.026,
Vapour/Vapeur,6,2017,PI12,0.015,27,4,0.21,0.033,
Vapour/Vapeur,7,2017,GE10,0.009,12,3,0.058,0.017,
Vapour/Vapeur,7,2017,GE4,,1,3,,0,
Vapour/Vapeur,7,2017,GE7,0.018,24,4,0.222,0.034,
Vapour/Vapeur,7,2017,GE8,0.019,11,3,0.107,0.033,
Vapour/Vapeur,7,2017,LE12,0.016,8,3,0.062,0.026,
Vapour/Vapeur,7,2017,LE13,0.019,8,3,0.075,0.031,
Vapour/Vapeur,7,2017,LE14,0.008,15,3,0.06,0.014,
Vapour/Vapeur,7,2017,LE15,0.018,88,5,0.785,0.041,
Vapour/Vapeur,7,2017,LE7,0.018,6,3,0.051,0.027,
Vapour/Vapeur,7,2017,LE8,0.018,7,3,0.06,0.029,
Vapour/Vapeur,7,2017,OA2,0.016,4,3,0.028,0.022,
Vapour/Vapeur,7,2017,PI12,0.019,25,4,0.217,0.032,
Vapour/Vapeur,8,2017,GE10,0.018,3,4,0.021,0.028,
Vapour/Vapeur,8,2017,GE4,0.007,53,4,0.187,0.016,
Vapour/Vapeur,8,2017,GE7,0.011,15,4,0.068,0.018,
Vapour/Vapeur,8,2017,GE8,0.018,3,4,0.02,0.028,
Vapour/Vapeur,8,2017,LE12,0.013,3,4,0.017,0.023,
Vapour/Vapeur,8,2017,LE13,0.018,8,4,0.074,0.033,
Vapour/Vapeur,8,2017,LE14,0.02,-2,3,-0.023,0.034,
Vapour/Vapeur,8,2017,LE15,0.006,52,4,0.148,0.012,
Vapour/Vapeur,8,2017,LE7,0.018,35,4,0.313,0.037,
Vapour/Vapeur,8,2017,LE8,0.019,-8,3,-0.079,0.034,
Vapour/Vapeur,8,2017,OA2,0.017,-8,3,-0.081,0.032,
Vapour/Vapeur,8,2017,PI12,0.012,30,4,0.18,0.024,
Vapour/Vapeur,9,2017,GE10,0.018,13,4,0.124,0.035,
Vapour/Vapeur,9,2017,GE4,0.018,6,4,0.056,0.035,
Vapour/Vapeur,9,2017,GE7,0.018,26,4,0.25,0.038,
Vapour/Vapeur,9,2017,GE8,0.019,5,4,0.044,0.034,
Vapour/Vapeur,9,2017,LE12,0.019,1,4,0.01,0.034,
Vapour/Vapeur,9,2017,LE13,0.009,5,4,0.021,0.016,
Vapour/Vapeur,9,2017,LE14,0.019,-3,3,-0.024,0.032,
Vapour/Vapeur,9,2017,LE15,0.016,47,4,0.346,0.032,
Vapour/Vapeur,9,2017,LE7,0.008,13,4,0.056,0.016,
Vapour/Vapeur,9,2017,LE8,0.019,-1,3,-0.006,0.033,
Vapour/Vapeur,9,2017,OA2,0.017,2,4,0.015,0.029,
Vapour/Vapeur,9,2017,PI12,0.019,50,4,0.449,0.039,
Vapour/Vapeur,10,2017,GE10,0.019,30,4,0.261,0.035,
Vapour/Vapeur,10,2017,GE4,0.018,6,4,0.048,0.029,
Vapour/Vapeur,10,2017,GE7,0.018,28,4,0.239,0.034,
Vapour/Vapeur,10,2017,GE8,0.017,23,4,0.176,0.03,
Vapour/Vapeur,10,2017,LE12,0.016,23,4,0.186,0.032,
Vapour/Vapeur,10,2017,LE13,0.011,24,4,0.137,0.022,
Vapour/Vapeur,10,2017,LE14,0.026,-2,4,-0.023,0.044,
Vapour/Vapeur,10,2017,LE15,0.019,45,4,0.423,0.04,
Vapour/Vapeur,10,2017,LE7,0.019,8,4,0.069,0.031,
Vapour/Vapeur,10,2017,LE8,0.012,8,4,0.047,0.021,
Vapour/Vapeur,10,2017,OA2,,,,,,No sample/ Pas d'échantillon
Vapour/Vapeur,10,2017,PI12,0.014,67,5,0.492,0.034,
Vapour/Vapeur,11,2017,GE10,0.006,13,4,0.042,0.013,
Vapour/Vapeur,11,2017,GE4,0.015,16,4,0.113,0.027,
Vapour/Vapeur,11,2017,GE7,0.018,29,4,0.275,0.038,
Vapour/Vapeur,11,2017,GE8,0.02,16,4,0.176,0.041,
Vapour/Vapeur,11,2017,LE12,0.016,3,4,0.026,0.028,
Vapour/Vapeur,11,2017,LE13,0.02,29,4,0.252,0.035,
Vapour/Vapeur,11,2017,LE14,0.008,3,4,0.01,0.014,
Vapour/Vapeur,11,2017,LE15,0.018,85,5,0.777,0.044,
Vapour/Vapeur,11,2017,LE7,0.019,0,3,-0.003,0.033,
Vapour/Vapeur,11,2017,LE8,0.016,-5,3,-0.042,0.027,
Vapour/Vapeur,11,2017,OA2,0,-8,3,0,0,
Vapour/Vapeur,11,2017,PI12,0.018,22,4,0.193,0.034,
Vapour/Vapeur,12,2017,GE10,0.008,12,4,0.045,0.014,
Vapour/Vapeur,12,2017,GE4,0.01,9,4,0.048,0.021,
Vapour/Vapeur,12,2017,GE7,0.006,19,4,0.05,0.01,
Vapour/Vapeur,12,2017,GE8,0.012,14,4,0.072,0.019,
Vapour/Vapeur,12,2017,LE12,0.009,1,4,0.006,0.016,
Vapour/Vapeur,12,2017,LE13,0.013,11,4,0.085,0.028,
Vapour/Vapeur,12,2017,LE14,0.016,-3,3,-0.023,0.026,
Vapour/Vapeur,12,2017,LE15,0.018,10,4,0.084,0.031,
Vapour/Vapeur,12,2017,LE7,0.019,1,4,0.012,0.032,
Vapour/Vapeur,12,2017,LE8,0.017,3,4,0.022,0.029,
Vapour/Vapeur,12,2017,PI12,0.009,79,5,0.322,0.02,
Vapour/Vapeur,1,2018,GE10,0.018,30,4,0.276,0.037,
Vapour/Vapeur,1,2018,GE4,,,,,,No sample/ Pas d'échantillon
Vapour/Vapeur,1,2018,GE7,0.017,41,4,0.359,0.037,
Vapour/Vapeur,1,2018,GE8,0.018,6,4,0.059,0.034,
Vapour/Vapeur,1,2018,LE12,0.019,-1,3,-0.013,0.031,
Vapour/Vapeur,1,2018,LE13,0.008,6,4,0.025,0.014,
Vapour/Vapeur,1,2018,LE14,0.019,5,4,0.047,0.034,
Vapour/Vapeur,1,2018,LE15,0.014,26,4,0.186,0.028,
Vapour/Vapeur,1,2018,LE7,0.007,-1,3,-0.002,0.009,
Vapour/Vapeur,1,2018,LE8,0.017,-5,3,-0.042,0.029,
Vapour/Vapeur,1,2018,OA2,,,,,,No sample/ Pas d'échantillon
Vapour/Vapeur,1,2018,PI12,0.009,29,4,0.145,0.02,
Vapour/Vapeur,2,2018,GE10,0.018,36,4,0.144,0.016,
Vapour/Vapeur,2,2018,GE4,,,,,,No sample/ Pas d'échantillon
Vapour/Vapeur,2,2018,GE7,0.017,52,4,0.196,0.016,
Vapour/Vapeur,2,2018,GE8,0.013,22,4,0.066,0.011,
Vapour/Vapeur,2,2018,LE12,0.013,-4,3,-0.013,0.01,
Vapour/Vapeur,2,2018,LE13,0.008,14,4,0.026,0.007,
Vapour/Vapeur,2,2018,LE14,0.022,-2,3,-0.008,0.017,
Vapour/Vapeur,2,2018,LE15,0.019,50,4,0.19,0.016,
Vapour/Vapeur,2,2018,LE7,0.012,-6,3,-0.036,0.018,
Vapour/Vapeur,2,2018,LE8,0.01,4,3,0.01,0.008,
Vapour/Vapeur,2,2018,OA2,,,,,,No sample/ Pas d'échantillon
Vapour/Vapeur,2,2018,PI12,0.01,18,4,0.038,0.008,
Vapour/Vapeur,3,2018,GE10,,,,,,No sample/ Pas d'échantillon
Vapour/Vapeur,3,2018,GE4,,,,,,No sample/ Pas d'échantillon
Vapour/Vapeur,3,2018,GE7,0.018,76,5,0.292,0.018,
Vapour/Vapeur,3,2018,GE8,0.019,19,4,0.074,0.015,
Vapour/Vapeur,3,2018,LE12,0.015,4,3,0.012,0.011,
Vapour/Vapeur,3,2018,LE13,0.02,8,4,0.033,0.015,
Vapour/Vapeur,3,2018,LE14,0.007,1,3,0.002,0.005,
Vapour/Vapeur,3,2018,LE15,0.017,125,5,0.468,0.02,
Vapour/Vapeur,3,2018,LE7,0.019,-1,3,-0.004,0.011,
Vapour/Vapeur,3,2018,LE8,0.015,0,3,0.001,0.01,
Vapour/Vapeur,3,2018,OA2,,,,,,No sample/ Pas d'échantillon
Vapour/Vapeur,3,2018,PI12,0.016,36,4,0.121,0.014,
Vapour/Vapeur,4,2018,GE10,0.017,17,3,0.069,0.014,
Vapour/Vapeur,4,2018,GE4,,,,,,No sample/ Pas d'échantillon
Vapour/Vapeur,4,2018,GE7,0.009,51,4,0.113,0.009,
Vapour/Vapeur,4,2018,GE8,0.017,17,3,0.07,0.015,
Vapour/Vapeur,4,2018,LE12,0.011,12,3,0.029,0.008,
Vapour/Vapeur,4,2018,LE13,0.022,32,4,0.143,0.017,
Vapour/Vapeur,4,2018,LE14,0.016,10,3,0.031,0.011,
Vapour/Vapeur,4,2018,LE15,0.019,125,5,0.504,0.021,
Vapour/Vapeur,4,2018,LE7,0.018,2,3,0.011,0.015,
Vapour/Vapeur,4,2018,LE8,0.02,6,3,0.028,0.014,
Vapour/Vapeur,4,2018,OA2,,,,,,No sample/ Pas d'échantillon
Vapour/Vapeur,4,2018,PI12,0.009,84,5,0.148,0.008,
Vapour/Vapeur,5,2018,GE10,0.017,15,3,0.108,0.025,
Vapour/Vapeur,5,2018,GE4,0.02,14,3,0.13,0.032,
Vapour/Vapeur,5,2018,GE7,0.019,37,4,0.295,0.03,
Vapour/Vapeur,5,2018,GE8,0.018,9,3,0.066,0.025,
